temperature,humidity,co2,feed,age_week,survival_rate,daily_gain
17.59,64.93,2070,0.794,1,66.84,49.81
12.64,73.58,1239,0.479,7,60.0,40.0
24.29,44.6,1641,1.256,5,75.52,68.61
19.47,69.88,1467,1.222,6,60.0,40.0
25.03,39.34,2024,1.446,3,60.0,40.0
14.17,45.66,1932,0.741,2,60.0,40.0
12.28,47.15,919,0.687,3,60.0,40.0
16.97,84.8,1684,1.965,2,60.0,40.0
21.13,41.8,1956,0.582,4,64.11,40.52
19.88,37.11,2088,1.999,8,60.0,40.0
28.21,80.91,1544,1.552,8,60.0,40.0
19.56,38.91,881,1.407,2,60.0,40.0
22.61,78.36,1493,0.944,6,60.0,40.0
23.87,65.78,1665,1.788,1,69.62,54.84
12.44,61.73,1036,1.856,1,60.0,40.0
22.3,71.32,2157,1.555,6,60.0,40.0
18.9,69.93,967,1.536,3,60.0,40.0
20.43,36.08,2058,1.189,7,60.0,40.0
14.01,84.97,1280,0.525,2,60.0,40.0
27.66,81.8,601,1.998,2,60.0,40.0
30.85,79.31,1469,0.425,7,60.0,40.0
12.45,64.23,1605,1.193,2,60.0,40.0
24.03,58.75,1991,0.987,1,90.34,97.23
27.28,59.5,1465,1.642,8,77.25,70.29
17.7,30.82,751,1.577,7,60.0,40.0
27.75,57.47,2083,1.405,9,71.72,56.83
24.65,64.31,1505,0.52,6,72.03,62.4
30.58,66.23,1034,0.779,5,60.0,40.0
31.62,48.27,2038,0.551,7,60.0,40.0
12.85,55.92,793,1.966,8,60.0,40.0
20.9,65.0,756,0.604,6,78.82,75.93
22.94,53.56,1456,1.948,3,89.6,102.14
14.93,82.92,1600,0.58,9,60.0,40.0
18.73,68.8,1418,1.78,7,60.0,40.0
31.75,30.07,2086,1.319,8,60.0,40.0
12.32,31.28,1021,1.731,6,60.0,40.0
21.05,67.97,2184,1.414,5,67.25,46.59
28.85,52.7,631,1.63,8,71.27,57.01
18.48,76.17,790,1.569,6,60.0,40.0
21.6,39.52,897,0.816,7,60.0,40.0
31.56,30.76,727,1.896,9,60.0,40.0
21.5,51.34,1301,1.43,3,92.06,107.14
14.62,70.48,1985,0.723,2,60.0,40.0
13.03,83.45,1913,0.89,2,60.0,40.0
30.91,78.6,1792,1.253,6,60.0,40.0
17.32,56.62,612,1.811,8,83.06,85.21
22.08,74.7,1985,1.675,9,60.0,40.0
13.81,33.87,1234,0.883,1,60.0,40.0
20.47,61.47,1771,1.502,1,81.91,85.25
30.6,80.84,1763,0.403,7,60.0,40.0
22.05,51.8,884,0.932,3,98.21,115.34
31.42,82.81,1425,1.743,5,60.0,40.0
17.18,42.14,2082,0.642,1,60.0,40.0
22.09,35.81,1021,0.965,1,60.0,40.0
29.19,58.86,1744,0.402,5,60.0,40.0
20.97,79.9,2133,0.437,7,60.0,40.0
17.59,47.12,1177,0.634,8,70.54,56.38
29.11,74.01,1220,0.563,5,60.0,40.0
19.8,39.31,1324,1.184,6,60.0,40.0
22.61,71.01,1894,1.84,8,60.0,40.0
31.53,60.64,1303,0.535,4,60.0,40.0
15.73,39.63,1378,1.792,2,60.0,40.0
18.03,69.49,956,1.469,8,60.0,40.0
12.62,69.26,2181,0.67,1,60.0,40.0
19.84,58.35,2028,0.864,3,89.84,96.16
16.0,42.4,1560,0.711,2,60.0,40.0
25.6,37.28,2137,1.663,6,60.0,40.0
15.63,82.65,1699,1.56,3,60.0,40.0
25.5,66.07,2135,0.887,4,65.45,46.63
17.27,74.51,858,0.487,6,60.0,40.0
19.1,68.33,961,0.67,3,63.77,41.84
18.98,75.62,2016,1.408,4,60.0,40.0
26.34,38.94,1272,0.545,5,60.0,40.0
21.33,57.33,1194,1.258,2,94.08,115.37
19.23,66.69,1807,1.381,9,67.34,50.69
29.05,35.69,1609,1.5,9,60.0,40.0
23.44,38.25,1151,0.601,7,60.0,40.0
16.28,64.87,1237,1.136,1,62.77,42.18
30.0,77.78,1253,1.141,5,60.0,40.0
18.85,66.32,802,1.736,4,69.19,58.11
12.78,31.99,967,1.15,2,60.0,40.0
21.89,83.37,1460,1.051,8,60.0,40.0
14.48,37.67,1851,0.598,4,60.0,40.0
16.77,42.79,1270,1.511,6,60.0,40.0
26.94,83.62,1213,1.392,7,60.0,40.0
14.62,72.41,1641,1.547,3,60.0,40.0
28.14,81.51,852,1.45,4,60.0,40.0
30.74,74.36,1209,1.8,9,60.0,40.0
24.13,65.85,933,1.804,8,76.34,73.01
26.21,45.65,1643,0.892,5,69.09,55.41
26.27,47.98,780,0.692,5,76.73,68.7
31.86,82.1,1317,1.882,1,60.0,40.0
18.83,77.33,1554,1.541,2,60.0,40.0
15.26,49.77,1934,1.954,1,60.0,40.0
22.38,50.53,1759,1.195,8,89.44,102.57
22.66,46.37,2109,1.94,9,80.01,81.49
15.56,47.94,1688,0.596,2,61.86,40.0
24.26,77.34,1159,1.345,3,60.0,40.0
12.28,30.58,971,1.195,4,60.0,40.0
30.55,53.98,691,0.404,8,60.0,40.0
17.29,81.86,1044,0.709,4,60.0,40.0
12.79,59.84,819,0.646,1,60.0,40.0
14.16,54.77,1191,0.497,6,60.0,40.0
16.8,47.18,1724,1.917,2,62.92,46.84
17.48,34.07,1707,1.945,6,60.0,40.0
12.66,42.35,1109,1.827,8,60.0,40.0
17.59,34.98,1414,1.982,1,60.0,40.0
15.86,36.97,947,1.729,9,60.0,40.0
19.57,38.99,1405,1.891,6,60.0,40.0
19.7,46.61,1416,0.716,1,80.42,85.04
18.78,30.61,1082,0.811,2,60.0,40.0
18.56,82.26,1015,1.779,2,60.0,40.0
13.79,36.81,2167,1.167,8,60.0,40.0
12.5,51.07,1459,1.547,7,60.0,40.0
16.04,78.37,1499,1.299,4,60.0,40.0
27.13,35.86,612,0.889,5,60.0,40.0
31.82,56.6,891,0.856,4,60.0,40.0
30.57,76.46,1171,1.597,4,60.0,40.0
22.08,60.63,2146,1.251,6,88.29,98.37
22.64,41.57,880,0.975,2,70.35,57.44
18.29,70.45,1085,1.387,7,60.0,40.0
27.48,67.47,2184,1.072,9,60.0,40.0
27.3,49.92,1370,1.16,9,73.87,60.31
28.89,32.55,1109,1.485,2,60.0,40.0
29.91,30.43,1615,1.133,4,60.0,40.0
20.69,75.4,1394,1.92,3,60.0,40.0
27.34,47.69,2132,1.176,6,68.76,52.38
28.13,37.58,733,1.939,3,60.0,40.0
18.17,58.52,1865,1.756,4,76.56,81.2
30.58,80.65,1047,1.825,2,60.0,40.0
13.89,30.47,1891,1.621,6,60.0,40.0
31.89,33.09,1956,1.367,5,60.0,40.0
27.4,52.94,1959,1.252,5,77.37,72.75
13.87,67.18,1987,1.283,4,60.0,40.0
25.12,56.19,1749,0.722,7,81.82,88.75
12.68,79.37,828,0.743,6,60.0,40.0
27.4,32.42,683,0.455,2,60.0,40.0
27.98,48.71,1145,1.593,4,69.27,51.46
24.05,49.32,1392,0.6,6,83.34,89.34
29.14,48.71,1084,1.331,2,60.96,40.0
13.96,56.82,1788,0.621,4,60.0,40.0
17.52,73.48,1756,0.506,8,60.0,40.0
20.28,47.48,2155,1.254,4,84.59,85.34
12.85,70.95,1241,1.797,5,60.0,40.0
20.96,38.06,1857,0.97,7,60.0,40.0
17.3,60.84,1786,1.871,3,72.42,59.81
19.85,50.63,2182,0.416,8,79.46,79.45
20.5,59.66,1838,1.145,1,89.53,97.7
29.59,35.93,1054,0.635,5,60.0,40.0
17.41,82.44,624,0.905,6,60.0,40.0
29.87,79.84,2149,0.438,3,60.0,40.0
20.52,75.45,1746,0.457,8,60.0,40.0
18.56,79.1,1900,1.541,1,60.0,40.0
22.05,38.07,1869,1.447,6,60.0,40.0
20.35,57.7,1777,0.733,6,89.33,95.48
17.15,47.49,1802,1.842,8,72.71,57.4
22.05,78.81,2087,1.501,2,60.0,40.0
15.04,40.42,2063,0.938,2,60.0,40.0
19.04,42.1,1207,1.052,6,63.51,43.46
23.32,67.77,650,0.868,9,68.87,49.99
20.27,34.89,662,1.729,8,60.0,40.0
28.48,70.28,1315,1.19,2,60.0,40.0
17.13,44.75,1936,0.616,4,62.98,40.0
31.4,66.35,1956,0.723,3,60.0,40.0
27.69,78.02,1247,0.875,8,60.0,40.0
31.35,63.53,1083,1.045,5,60.0,40.0
28.76,41.7,1411,1.348,4,60.0,40.0
14.84,32.7,1932,1.943,1,60.0,40.0
22.53,32.45,1618,0.819,6,60.0,40.0
15.4,34.88,824,0.925,4,60.0,40.0
28.36,61.89,1180,0.438,1,65.1,40.16
23.68,49.15,1489,0.996,2,88.25,99.05
17.27,43.37,1461,1.48,7,63.02,41.34
30.59,42.06,1929,1.941,7,60.0,40.0
14.3,82.17,2091,1.584,5,60.0,40.0
23.28,36.53,761,0.589,7,60.0,40.0
26.42,46.76,959,1.824,7,74.13,68.81
13.18,55.93,1227,1.742,6,60.0,40.0
23.96,30.02,1074,0.702,2,60.0,40.0
28.32,80.65,1253,1.895,4,60.0,40.0
13.35,35.45,665,1.543,8,60.0,40.0
22.24,67.54,706,1.653,3,71.84,55.89
17.17,64.59,1941,1.135,6,68.33,44.64
25.26,74.5,764,0.721,8,60.0,40.0
14.37,65.83,1919,1.679,5,60.0,40.0
30.74,72.32,1090,1.164,5,60.0,40.0
29.89,53.17,1095,1.948,2,60.0,40.0
15.72,56.88,761,0.645,5,73.0,60.54
18.47,68.59,621,0.969,1,63.39,40.0
23.75,61.26,1168,1.577,2,85.85,95.72
26.36,58.13,1937,1.316,5,82.84,84.57
20.85,41.31,2072,1.093,2,63.81,40.16
15.13,44.2,699,1.523,4,60.0,40.0
14.08,49.72,649,1.573,4,60.0,40.0
32.0,30.51,854,1.324,5,60.0,40.0
21.11,52.95,1826,0.911,7,89.84,102.83
29.45,30.15,928,1.39,5,60.0,40.0
21.65,61.08,969,1.272,8,90.01,101.97
30.45,68.72,2022,1.676,5,60.0,40.0
13.76,60.92,2000,1.446,9,60.0,40.0
14.28,68.14,1672,1.195,9,60.0,40.0
30.59,30.0,862,0.43,4,60.0,40.0
30.95,33.27,1210,0.667,7,60.0,40.0
18.29,68.42,978,0.939,5,60.0,40.0
19.1,74.16,1675,1.362,8,60.0,40.0
21.05,69.47,1848,1.668,7,60.27,40.0
20.32,66.47,827,1.936,4,72.04,62.08
15.8,68.91,2037,1.36,3,60.0,40.0
29.97,70.68,1341,1.566,8,60.0,40.0
17.07,69.84,1872,1.394,5,60.0,40.0
26.11,70.59,683,1.088,7,60.0,40.0
13.34,34.07,1177,1.375,7,60.0,40.0
12.78,33.48,624,1.041,2,60.0,40.0
25.07,49.86,1750,1.126,3,85.25,89.82
18.78,59.02,727,1.858,9,88.77,101.83
25.11,71.94,1141,1.302,3,60.0,40.0
13.88,48.41,1851,0.561,8,60.0,40.0
31.0,45.13,1798,1.238,4,60.0,40.0
26.97,72.98,1624,1.925,8,60.0,40.0
29.53,43.71,1710,0.56,6,60.0,40.0
14.73,75.15,1642,1.954,1,60.0,40.0
18.4,39.74,1626,1.98,3,60.0,40.0
19.37,49.77,1159,1.297,9,86.55,95.62
22.74,52.06,645,0.932,2,96.08,115.49
17.94,46.47,1307,0.414,3,71.79,60.55
13.21,30.18,673,0.425,2,60.0,40.0
19.38,42.95,1350,1.021,6,67.51,47.9
17.09,48.57,1343,1.653,8,75.15,68.97
19.72,47.25,886,1.908,9,83.81,89.36
15.94,73.21,1855,0.648,8,60.0,40.0
17.24,32.61,1727,1.18,8,60.0,40.0
24.54,51.39,1495,1.203,9,85.11,99.67
19.76,32.06,2081,1.008,6,60.0,40.0
18.91,81.19,1059,1.264,8,60.0,40.0
22.68,73.46,1019,1.88,6,60.0,40.0
27.44,84.02,893,1.102,2,60.0,40.0
19.58,80.06,1471,0.62,1,60.0,40.0
23.75,47.37,929,1.465,1,84.31,90.0
31.32,68.04,1990,0.45,4,60.0,40.0
22.44,46.86,1087,1.904,5,83.48,87.87
30.2,78.85,1385,1.904,6,60.0,40.0
27.87,52.59,1447,0.547,5,68.72,59.8
13.17,50.67,1092,1.281,4,60.0,40.0
20.58,80.27,1781,1.676,7,60.0,40.0
25.97,76.02,1707,1.143,8,60.0,40.0
31.73,83.15,1817,1.166,3,60.0,40.0
21.17,33.66,1569,1.952,3,60.0,40.0
13.86,43.38,1336,0.769,9,60.0,40.0
23.24,46.55,1318,1.242,9,81.13,83.87
14.53,53.34,1746,0.584,3,60.88,40.0
27.03,56.02,1203,0.884,5,80.6,79.82
22.15,46.03,1300,1.761,6,80.5,82.11
26.47,73.47,862,1.546,6,60.0,40.0
29.39,42.28,1687,1.379,8,60.0,40.0
24.58,68.31,723,0.582,1,64.47,44.54
24.25,76.85,2185,1.761,5,60.0,40.0
27.09,63.2,830,0.877,2,72.42,60.52
28.85,49.48,1213,1.256,7,65.36,42.28
29.38,40.33,980,0.774,6,60.0,40.0
12.73,37.39,1065,1.233,7,60.0,40.0
23.12,70.93,1116,1.299,9,60.0,40.0
16.33,55.8,1749,0.945,8,73.21,61.72
29.21,32.55,883,1.209,8,60.0,40.0
24.97,84.11,1022,1.05,8,60.0,40.0
20.4,66.92,762,1.516,6,75.51,65.62
15.76,76.43,1130,1.27,4,60.0,40.0
18.78,54.1,2106,1.805,4,86.26,88.22
26.08,82.55,1208,0.479,4,60.0,40.0
16.09,40.97,1844,0.443,6,60.0,40.0
13.87,40.18,1339,0.702,8,60.0,40.0
29.76,78.97,1319,0.59,4,60.0,40.0
27.28,79.04,1918,1.241,6,60.0,40.0
16.0,57.45,643,0.72,4,74.55,65.52
17.85,36.92,1984,0.426,6,60.0,40.0
31.44,46.79,1376,0.852,8,60.0,40.0
26.16,71.48,1162,1.215,4,60.0,40.0
24.21,76.53,2051,1.543,4,60.0,40.0
18.15,49.12,1144,1.101,2,83.78,85.61
17.98,33.37,2164,1.94,5,60.0,40.0
12.79,66.61,2098,0.719,5,60.0,40.0
26.57,70.67,1029,1.222,2,60.0,40.0
12.86,53.32,1145,0.805,9,60.0,40.0
12.1,62.07,1899,1.691,8,60.0,40.0
26.59,84.31,913,0.7,3,60.0,40.0
30.98,43.47,1771,1.939,9,60.0,40.0
27.13,61.51,807,1.547,3,73.27,62.61
21.43,63.6,929,1.291,4,87.11,92.69
21.72,60.2,1401,1.252,2,90.87,104.67
20.72,77.8,1793,0.98,6,60.0,40.0
18.49,63.28,1783,0.434,5,70.91,58.54
22.43,57.93,1574,1.864,3,89.61,101.0
20.62,36.77,1035,1.672,3,60.0,40.0
23.96,68.68,1265,0.616,9,60.0,40.0
29.96,37.27,994,0.595,7,60.0,40.0
31.9,31.46,1043,0.893,2,60.0,40.0
13.57,56.87,1117,1.621,2,60.0,40.0
19.69,61.48,1558,1.205,1,84.89,87.25
15.61,84.95,932,1.447,3,60.0,40.0
19.04,69.18,668,0.41,7,60.0,40.0
17.75,76.67,1708,1.878,1,60.0,40.0
15.49,49.05,635,0.665,3,68.37,48.82
27.28,57.99,2153,0.91,1,79.08,65.93
21.93,83.58,1160,1.915,6,60.0,40.0
30.38,52.96,611,1.573,8,60.0,40.0
12.65,74.4,2015,1.218,5,60.0,40.0
13.34,58.93,1560,1.781,9,60.0,40.0
20.07,42.32,1908,0.498,7,62.31,40.0
13.61,61.92,1296,0.522,7,60.0,40.0
17.25,41.99,1167,0.648,3,60.0,40.0
31.72,30.17,1648,0.823,8,60.0,40.0
16.18,42.97,1250,1.534,6,60.0,40.0
15.96,40.62,1490,1.252,1,60.0,40.0
23.47,50.4,1045,1.082,1,93.16,107.39
21.96,78.87,1132,1.652,9,60.0,40.0
23.61,51.33,732,0.907,3,94.39,108.2
19.53,76.49,1850,0.537,5,60.0,40.0
28.54,60.56,1158,1.035,7,63.32,46.56
14.77,30.42,2160,1.626,7,60.0,40.0
20.57,40.38,1016,1.159,1,61.83,40.0
25.8,81.22,1360,1.963,6,60.0,40.0
29.36,63.23,1089,1.77,9,60.0,40.0
19.39,81.13,1710,1.666,4,60.0,40.0
23.35,47.06,1893,1.637,5,81.5,82.01
13.38,69.41,1379,1.33,3,60.0,40.0
15.41,72.46,1187,1.842,7,60.0,40.0
13.38,83.66,1792,1.344,2,60.0,40.0
26.56,31.0,906,0.996,5,60.0,40.0
17.76,82.37,1559,0.713,4,60.0,40.0
26.47,51.54,1774,1.701,6,80.54,77.67
13.33,76.09,1031,0.994,5,60.0,40.0
29.25,59.96,1649,1.665,9,62.17,40.0
28.71,61.06,1776,1.973,9,64.77,40.0
13.78,49.77,788,1.038,3,60.0,40.0
12.48,75.57,1118,0.945,1,60.0,40.0
13.13,44.52,1250,0.672,5,60.0,40.0
29.07,57.07,1842,1.161,6,65.5,42.21
16.69,60.81,1508,1.446,7,73.74,63.96
22.97,70.84,1319,0.9,5,60.0,40.0
20.52,55.94,1110,1.177,6,94.04,110.15
27.91,67.42,606,1.259,1,60.0,40.0
21.78,56.69,632,0.84,7,93.75,112.62
22.01,66.26,985,0.438,3,76.03,69.06
31.78,67.08,787,0.745,4,60.0,40.0
15.0,69.02,791,1.685,4,60.0,40.0
28.61,75.28,1564,0.845,1,60.0,40.0
13.03,59.74,1569,0.422,5,60.0,40.0
21.55,40.63,672,1.08,4,65.54,43.7
29.73,67.38,1550,1.492,3,60.0,40.0
25.3,34.24,833,1.604,3,60.0,40.0
25.7,42.04,1204,1.062,1,61.86,40.0
17.27,73.57,2183,1.315,8,60.0,40.0
20.37,53.93,1435,1.593,3,92.55,106.41
19.33,57.39,655,1.823,8,91.11,107.4
22.43,84.31,1156,1.424,8,60.0,40.0
21.24,42.93,1673,1.505,5,70.96,57.26
18.54,31.08,959,0.558,8,60.0,40.0
18.11,36.13,2143,1.073,2,60.0,40.0
17.02,43.45,1280,1.822,2,60.0,40.0
19.3,69.93,634,0.657,9,60.0,40.0
15.0,72.67,1465,0.896,6,60.0,40.0
29.44,61.1,1682,1.485,7,60.0,40.0
24.04,44.03,1330,1.843,9,73.88,66.49
14.68,58.7,2085,0.494,1,60.28,40.0
25.88,30.82,2043,1.793,2,60.0,40.0
28.95,67.5,822,0.753,9,60.0,40.0
16.75,63.79,728,1.777,2,65.97,46.28
15.01,31.2,1100,1.823,5,60.0,40.0
12.17,74.94,1573,1.641,1,60.0,40.0
12.95,71.99,1563,1.878,3,60.0,40.0
27.25,46.95,1035,1.938,2,67.99,49.08
31.74,64.95,2122,1.88,3,60.0,40.0
12.9,63.08,1092,1.221,8,60.0,40.0
26.96,37.87,1887,1.142,3,60.0,40.0
13.44,40.63,1931,0.568,8,60.0,40.0
23.84,67.58,757,0.746,9,65.28,49.8
27.12,81.35,972,1.444,5,60.0,40.0
19.18,61.7,944,0.604,5,81.81,79.64
12.22,61.23,2071,1.908,4,60.0,40.0
23.9,65.57,1162,0.763,7,76.57,63.04
31.82,54.23,1938,0.541,8,60.0,40.0
17.15,32.98,1365,0.776,8,60.0,40.0
15.79,51.81,1332,0.478,2,69.94,55.1
14.48,79.51,2045,0.666,7,60.0,40.0
23.11,74.27,1305,1.34,2,60.0,40.0
23.93,81.01,1792,0.863,5,60.0,40.0
27.85,38.41,1279,1.682,1,60.0,40.0
27.06,57.83,763,1.048,5,83.89,81.61
29.85,62.16,685,1.542,8,60.0,40.0
28.12,41.55,933,1.533,8,60.0,40.0
16.95,41.05,1756,0.617,7,60.0,40.0
23.12,73.01,1198,0.491,6,60.0,40.0
17.95,66.95,1327,1.747,6,64.1,43.3
18.6,65.6,763,1.521,1,71.13,57.6
30.64,44.68,1597,0.68,7,60.0,40.0
25.64,57.87,1886,1.488,7,85.96,92.03
31.49,31.27,1599,0.927,2,60.0,40.0
20.34,37.15,2175,0.491,6,60.0,40.0
22.75,58.5,626,0.766,4,95.46,108.49
21.74,47.03,625,1.609,5,89.66,91.96
14.15,83.11,1400,1.025,8,60.0,40.0
16.73,55.93,1026,1.272,3,81.14,80.73
22.55,34.6,1698,0.618,9,60.0,40.0
13.35,30.98,1869,0.548,4,60.0,40.0
30.63,69.89,764,0.783,5,60.0,40.0
14.48,39.43,2068,1.156,1,60.0,40.0
15.96,40.33,648,1.755,2,60.0,40.0
27.31,53.31,1701,1.621,3,77.32,71.04
13.94,44.52,1215,0.656,9,60.0,40.0
30.01,63.91,1668,0.514,3,60.0,40.0
26.51,56.71,756,0.761,4,81.88,89.76
13.37,36.13,2099,1.764,8,60.0,40.0
25.84,73.16,2100,1.225,3,60.0,40.0
24.63,53.42,1431,1.691,8,92.74,102.59
27.15,63.6,1415,0.991,2,72.17,55.64
28.56,30.22,1616,1.345,2,60.0,40.0
26.37,64.45,1528,1.352,1,68.4,50.06
23.72,45.56,1470,1.403,2,81.74,77.39
18.45,57.19,1543,1.152,6,85.63,94.1
25.95,46.37,1974,0.783,1,74.09,60.58
31.14,84.79,1578,1.086,6,60.0,40.0
23.75,42.7,913,1.96,6,70.77,53.43
25.29,80.21,2062,0.835,3,60.0,40.0
20.74,80.49,946,1.56,1,60.0,40.0
27.12,53.16,864,1.912,2,77.14,77.32
31.95,46.72,2195,1.306,2,60.0,40.0
15.21,50.96,941,1.183,5,68.94,51.94
16.05,84.41,760,0.593,9,60.0,40.0
22.79,64.03,1499,1.605,4,82.86,84.34
21.63,59.96,1924,1.858,6,86.68,94.91
23.43,31.98,697,1.969,3,60.0,40.0
12.98,76.63,1384,0.723,1,60.0,40.0
20.09,34.61,710,1.872,2,60.0,40.0
23.66,32.58,1286,0.992,5,60.0,40.0
23.7,45.12,1150,1.391,8,80.77,76.74
25.15,56.17,819,0.758,3,90.39,102.0
26.4,79.24,2090,0.797,9,60.0,40.0
24.83,73.45,1616,1.39,6,60.0,40.0
27.8,40.87,1949,1.176,4,60.0,40.0
24.5,50.46,2050,1.943,6,81.93,89.18
22.75,72.91,2088,0.823,7,60.0,40.0
24.12,58.99,1797,1.805,7,87.87,93.91
14.02,39.6,1091,1.137,8,60.0,40.0
17.46,51.78,1926,0.615,6,75.51,69.16
22.55,64.43,1432,0.783,1,80.65,82.03
29.46,83.53,1035,1.609,4,60.0,40.0
25.58,66.4,1217,1.723,9,70.48,51.26
13.81,30.89,1082,0.463,2,60.0,40.0
23.85,68.78,1346,1.056,5,63.29,41.78
16.43,43.8,1850,1.191,5,60.0,40.0
26.68,77.42,1376,1.384,6,60.0,40.0
28.55,51.11,1029,1.441,8,70.14,54.9
23.87,40.98,740,1.729,5,62.7,40.0
23.83,55.74,1969,0.837,1,90.9,102.35
18.77,44.04,1268,0.579,3,71.12,55.02
20.93,42.97,1307,0.698,6,69.47,54.69
29.28,61.53,1822,1.899,8,60.0,40.0
26.47,72.2,1960,1.275,6,60.0,40.0
22.4,75.92,1418,0.751,7,60.0,40.0
19.36,51.87,1612,1.657,3,87.89,94.39
13.01,33.67,983,1.339,1,60.0,40.0
14.86,56.62,2096,0.988,9,61.91,40.0
15.86,53.86,1509,0.429,6,69.45,55.01
19.47,40.83,1751,1.652,7,60.0,40.0
30.88,79.29,783,1.548,9,60.0,40.0
22.1,83.58,1619,0.819,2,60.0,40.0
16.7,32.85,1190,0.825,8,60.0,40.0
14.12,73.77,1320,0.834,4,60.0,40.0
18.77,65.51,1691,1.473,6,72.11,60.56
28.31,44.38,1874,0.871,4,60.0,40.0
19.67,64.93,1159,0.897,2,79.24,74.12
27.45,37.08,1997,1.003,8,60.0,40.0
28.05,33.82,950,1.968,4,60.0,40.0
14.22,84.64,1501,1.136,1,60.0,40.0
24.17,65.0,842,1.004,2,81.03,79.07
31.18,43.93,1063,1.152,9,60.0,40.0
20.04,54.75,2033,1.551,8,92.79,102.74
13.02,82.25,618,1.814,6,60.0,40.0
30.47,54.13,2065,1.985,8,60.0,40.0
29.67,79.52,1125,1.178,6,60.0,40.0
22.44,77.78,1713,1.136,9,60.0,40.0
23.05,48.93,747,0.928,1,90.63,104.57
16.23,68.28,1626,1.647,1,60.0,40.0
28.39,66.33,2055,1.449,7,60.0,40.0
21.97,72.42,1488,0.981,9,60.0,40.0
12.68,50.13,1179,1.23,6,60.0,40.0
25.66,32.87,1870,0.729,9,60.0,40.0
31.01,39.41,1740,1.51,4,60.0,40.0
28.58,63.91,788,0.803,7,60.0,40.0
17.54,72.63,1665,0.959,5,60.0,40.0
13.07,71.58,1663,0.509,8,60.0,40.0
30.81,62.1,1803,0.752,6,60.0,40.0
30.74,34.66,1106,0.712,4,60.0,40.0
22.65,30.95,1242,1.576,3,60.0,40.0
24.85,73.02,2136,1.511,3,60.0,40.0
21.25,60.22,1518,1.261,1,90.23,98.8
20.4,73.05,1414,1.019,2,60.0,40.0
14.39,38.95,2179,1.823,5,60.0,40.0
13.94,52.41,967,1.815,1,60.0,40.0
16.65,80.55,1237,1.365,5,60.0,40.0
28.73,39.44,1816,1.453,1,60.0,40.0
14.92,33.38,1741,1.674,2,60.0,40.0
16.53,65.94,2147,1.556,7,60.0,40.0
22.97,62.7,1647,0.76,1,85.16,89.39
16.3,82.36,1101,1.205,4,60.0,40.0
15.26,79.86,1236,0.643,2,60.0,40.0
23.27,71.22,744,1.695,1,60.0,40.0
19.36,31.05,2078,1.446,2,60.0,40.0
24.52,56.42,806,1.967,2,86.06,98.16
30.24,79.29,1473,0.618,1,60.0,40.0
15.02,53.85,1242,1.216,6,68.59,50.82
30.27,82.92,815,1.558,2,60.0,40.0
30.05,65.89,1069,1.788,9,60.0,40.0
28.58,36.02,1614,1.765,5,60.0,40.0
24.63,58.01,650,0.723,4,88.61,100.36
24.4,68.26,2146,1.972,8,60.09,40.0
24.78,33.6,2055,1.97,7,60.0,40.0
25.81,48.96,735,1.95,4,81.09,80.96
12.33,69.44,1989,1.382,9,60.0,40.0
31.16,38.64,1126,1.731,5,60.0,40.0
23.71,49.16,708,0.522,7,85.56,92.26
27.63,67.95,1090,0.809,9,60.0,40.0
19.55,72.65,1894,0.547,7,60.0,40.0
12.25,58.52,1665,1.209,6,60.0,40.0
22.19,82.63,982,1.944,6,60.0,40.0
22.14,80.89,1751,1.439,6,60.0,40.0
20.74,56.04,1733,1.138,9,91.42,102.15
18.79,38.82,1789,1.669,7,60.0,40.0
17.0,72.51,1465,1.281,3,60.0,40.0
22.55,43.37,1910,1.132,1,73.68,62.22
19.51,76.36,1626,1.407,8,60.0,40.0
31.4,62.29,801,1.219,5,60.0,40.0
15.46,51.68,1896,1.426,4,66.76,50.62
18.39,60.6,1118,1.684,9,87.01,92.87
17.88,59.3,1728,1.14,2,80.08,79.46
22.87,80.86,1680,1.064,1,60.0,40.0
21.99,41.79,1137,1.294,7,68.47,52.4
24.87,81.05,859,1.848,9,60.0,40.0
31.0,31.72,1712,1.077,8,60.0,40.0
17.7,72.31,1958,1.756,8,60.0,40.0
25.86,80.58,1941,1.387,8,60.0,40.0
12.5,51.67,1602,0.42,7,60.0,40.0
17.25,34.02,964,1.162,9,60.0,40.0
21.27,74.26,1106,0.737,4,60.0,40.0
12.62,76.36,1807,0.641,7,60.0,40.0
24.35,48.49,1257,0.775,1,86.52,95.0
25.57,58.52,1772,1.54,5,82.45,87.38
26.93,74.52,1095,1.404,3,60.0,40.0
22.33,40.56,610,1.259,9,63.57,41.65
24.08,64.59,1566,1.192,4,80.06,76.51
19.92,53.68,1561,1.023,2,94.27,110.08
12.83,39.59,1604,1.819,6,60.0,40.0
14.0,75.73,1029,1.892,1,60.0,40.0
25.1,47.86,1898,1.623,2,77.67,71.28
31.91,81.39,1380,0.861,4,60.0,40.0
12.32,61.29,1820,1.862,6,60.0,40.0
23.15,58.3,1578,1.711,6,90.26,107.91
27.02,53.28,1266,0.598,1,80.49,80.7
28.54,52.04,1687,0.947,7,66.28,47.87
22.9,74.99,1520,0.924,1,60.0,40.0
24.4,67.26,1417,1.568,8,69.23,55.6
25.93,72.55,1638,1.238,1,60.0,40.0
29.18,53.16,738,0.827,1,70.86,51.22
14.45,44.38,2056,0.769,5,60.0,40.0
